congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,House,22147,49,11,TX,200,,,"PFLUGER, August",P000048,,,0.67,0.742,-11.15345,0.95012,218,4,,0.676,0.737
117,House,22155,49,24,TX,200,,,"VAN DUYNE, Beth",V000134,1970.0,,0.505,0.153,-19.0105,0.92,228,9,,0.506,0.146
117,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946.0,,-0.402,-0.313,-2.71543,0.98806,226,1,,-0.297,-0.282
117,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950.0,,-0.46,0.127,-3.9839,0.9826,227,2,,-0.559,-0.309
117,House,29759,49,17,TX,200,,,"SESSIONS, Pete",S000250,1955.0,,0.586,0.172,-22.2043,0.90563,224,9,,0.627,0.154
117,House,29760,49,8,TX,200,,,"BRADY, Kevin Patrick",B000755,1955.0,,0.524,0.22,-13.705,0.92426,174,4,,0.51,0.239
117,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943.0,,0.398,0.239,-30.85215,0.86632,215,11,,0.48,0.058
117,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935.0,,-0.485,0.203,-3.08941,0.98648,227,1,,-0.429,0.075
117,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960.0,,0.527,0.145,-20.64235,0.91308,227,10,,0.524,0.012
117,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960.0,,0.521,0.016,-35.11116,0.85492,224,11,,0.441,0.045
117,House,22141,67,1,UT,200,,,"MOORE, Blake D.",M001213,1980.0,,0.364,0.411,-19.78005,0.9162,226,9,,0.375,0.376
117,House,22146,67,4,UT,200,,,"OWENS, Burgess",O000086,1951.0,,0.477,0.459,-12.13292,0.9484,229,7,,0.477,0.452
117,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947.0,,-0.41,-0.351,-1.91991,0.99161,228,0,,-0.395,-0.353
117,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959.0,,0.447,-0.013,-18.50877,0.92069,224,3,,0.458,0.204
117,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950.0,,-0.306,-0.015,-2.69659,0.98829,229,0,,-0.284,-0.158
117,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958.0,,0.546,-0.425,-35.18455,0.85583,226,13,,0.513,-0.259
117,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950.0,,-0.385,-0.045,-3.55484,0.9846,229,1,,-0.354,-0.326
117,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961.0,,-0.374,-0.086,-3.90902,0.98315,230,2,,-0.335,-0.204
117,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972.0,,0.698,-0.147,-15.28406,0.93516,228,6,,0.697,0.143
117,House,21941,40,2,VA,100,,,"LURIA, Elaine",L000591,1975.0,,-0.195,0.421,-10.17677,0.95653,229,3,,-0.461,0.878
117,House,21966,40,7,VA,100,,,"SPANBERGER, Abigail",S001209,1979.0,,-0.17,0.435,-16.71463,0.92931,228,5,,-0.189,0.425
117,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968.0,,-0.394,0.405,-7.46439,0.96807,230,4,,-0.277,-0.106
117,House,22120,40,5,VA,200,,,"GOOD, Bob",G000595,1965.0,,0.8,-0.6,-21.99779,0.901,211,11,,1.0,-0.03
117,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947.0,,-0.45,0.015,-4.07813,0.98235,229,3,,-0.335,-0.204
117,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965.0,,-0.364,0.189,-4.03951,0.98251,229,2,,-0.398,0.086
117,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969.0,,0.425,0.12,-15.28015,0.93434,225,5,,0.386,0.37
117,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978.0,,0.355,-0.182,-30.96431,0.87353,229,14,,0.335,-0.015
117,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974.0,,-0.31,-0.011,-2.90353,0.98746,230,2,,-0.302,-0.047
117,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955.0,,0.34,0.245,-30.9254,0.87264,227,16,,0.273,0.358
117,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965.0,,-0.698,-0.308,-4.87588,0.97902,230,2,,-0.568,-0.689
117,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968.0,,-0.356,0.513,-5.2564,0.97731,229,3,,-0.341,0.692
117,House,22153,73,10,WA,100,,,"STRICKLAND, Marilyn",S001159,1962.0,,-0.606,0.461,-3.83116,0.98348,230,2,,-0.609,0.464
117,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965.0,,-0.285,-0.161,-6.05485,0.97391,229,3,,-0.683,-0.031
117,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962.0,,-0.283,-0.223,-4.74541,0.97958,230,2,,-0.463,0.384
117,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947.0,,0.3,0.18,-32.81323,0.86704,230,15,,0.311,0.029
117,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971.0,,0.58,-0.284,-22.14957,0.90585,224,10,,0.584,-0.186
117,House,21946,56,3,WV,200,,,"MILLER, Carol",M001205,1950.0,,0.476,0.306,-13.25747,0.94375,229,6,,0.51,0.348
117,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951.0,,-0.528,-0.247,-10.04578,0.95671,227,3,,-0.799,0.352
117,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964.0,,-0.54,-0.54,-2.19084,0.99052,230,0,,-0.559,-0.31
117,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955.0,,0.604,-0.29,-43.45845,0.82646,228,16,,0.566,-0.41
117,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984.0,,0.441,-0.063,-32.06238,0.86773,226,14,,0.425,-0.044
117,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981.0,,0.427,-0.07,-27.49186,0.88734,230,10,,0.452,-0.118
117,House,21989,25,7,WI,200,,,"TIFFANY, Thomas P.",T000165,1957.0,,0.625,-0.202,-21.51675,0.90082,206,11,,0.646,-0.195
117,House,22115,25,5,WI,200,,,"FITZGERALD, Scott",F000471,1963.0,,0.622,0.478,-11.77044,0.9499,229,6,,0.627,0.471
117,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963.0,,-0.261,-0.08,-22.33938,0.90744,230,7,,-0.156,0.01
117,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966.0,,0.494,0.451,-54.38287,0.77832,217,17,,0.351,0.641
117,Senate,42102,41,0,AL,200,,,"TUBERVILLE, Thomas Hawley (Tommy)",T000278,1954.0,,0.936,-0.352,-39.09157,0.88732,327,17,,0.909,-0.272
117,Senate,94659,41,0,AL,200,,,"SHELBY, Richard C.",S000320,1934.0,,0.44,0.556,-63.63795,0.81812,317,41,,0.573,0.598
117,Senate,40300,81,0,AK,200,,,"MURKOWSKI, Lisa",M001153,1957.0,,0.212,-0.289,-50.50988,0.85356,319,23,,0.207,-0.241
117,Senate,41500,81,0,AK,200,,,"SULLIVAN, Daniel Scott",S001198,1964.0,,0.467,0.049,-106.62518,0.69322,291,53,,0.443,0.078
117,Senate,21300,61,0,AZ,100,,,"SINEMA, Kyrsten",S001191,1976.0,,-0.103,0.068,-21.8778,0.9349,325,6,,-0.15,0.209
117,Senate,41905,61,0,AZ,100,,,"KELLY, Mark Edward",K000377,1964.0,,-0.187,0.484,-16.73614,0.95026,328,4,,-0.24,0.526
117,Senate,20101,42,0,AR,200,,,"BOOZMAN, John",B001236,1950.0,,0.411,0.265,-59.57945,0.83436,329,34,,0.574,0.151
117,Senate,21301,42,0,AR,200,,,"COTTON, Tom",C001095,1977.0,,0.602,0.078,-49.55948,0.85977,328,21,,0.71,0.081
117,Senate,41701,71,0,CA,100,,,"HARRIS, Kamala Devi",H001075,1964.0,,-0.709,-0.105,-0.00037,0.99981,2,0,,0.0,0.0
117,Senate,42104,71,0,CA,100,,,"PADILLA, Alejandro (Alex)",P000145,1973.0,,-0.393,-0.176,-3.04646,0.99073,327,0,,-0.425,-0.109
117,Senate,49300,71,0,CA,100,,,"FEINSTEIN, Dianne",F000062,1933.0,,-0.267,-0.184,-4.21612,0.98723,328,1,,-0.28,-0.292
117,Senate,40910,62,0,CO,100,,,"BENNET, Michael F.",B001267,1964.0,,-0.228,-0.179,-11.082,0.96678,328,5,,-0.307,0.079
117,Senate,42101,62,0,CO,100,,,"HICKENLOOPER, John Wright",H000273,1952.0,,-0.243,0.078,-7.3681,0.97779,328,4,,-0.243,0.104
117,Senate,20707,1,0,CT,100,,,"MURPHY, Christopher",M001169,1973.0,,-0.27,-0.195,-8.54811,0.97435,329,2,,-0.279,-0.328
117,Senate,41101,1,0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946.0,,-0.438,-0.168,-5.12953,0.98453,329,2,,-0.428,-0.37
117,Senate,15015,11,0,DE,100,,,"CARPER, Thomas Richard",C000174,1947.0,,-0.177,-0.223,-17.40206,0.94848,329,4,,-0.271,-0.514
117,Senate,40916,11,0,DE,100,,,"COONS, Christopher A.",C001088,1963.0,,-0.229,-0.216,-4.55233,0.98626,329,1,,-0.238,-0.254
117,Senate,41102,43,0,FL,200,,,"RUBIO, Marco",R000595,1971.0,,0.581,-0.27,-59.36796,0.82673,312,29,,0.64,-0.373
117,Senate,41903,43,0,FL,200,,,"SCOTT, Richard Lynn (Rick)",S001217,1952.0,,0.647,0.051,-50.3045,0.8566,325,26,,0.791,0.009
117,Senate,41904,44,0,GA,200,,,"LOEFFLER, Kelly",L000594,1970.0,,0.555,-0.203,-0.16867,0.91912,2,0,,0.0,0.0
117,Senate,42103,44,0,GA,100,,,"OSSOFF, Thomas Jonathan (Jon)",O000174,1987.0,,-0.459,0.477,-9.21338,0.97222,327,3,,-0.428,0.458
117,Senate,42105,44,0,GA,100,,,"WARNOCK, Raphael Gamaliel",W000790,1969.0,,-0.384,0.419,-9.40903,0.97129,323,3,,-0.414,0.482
117,Senate,20713,82,0,HI,100,,,"HIRONO, Mazie",H001042,1947.0,,-0.512,-0.086,-3.85121,0.98815,323,1,,-0.417,-0.303
117,Senate,41112,82,0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972.0,,-0.443,-0.108,-5.23843,0.9842,329,2,,-0.464,0.131
117,Senate,29345,63,0,ID,200,,,"CRAPO, Michael Dean",C000880,1951.0,,0.507,0.296,-58.9723,0.83452,326,34,,0.433,0.568
117,Senate,40902,63,0,ID,200,,,"RISCH, James",R000584,1943.0,,0.593,0.517,-67.37481,0.81173,323,36,,0.461,0.611
117,Senate,15021,21,0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944.0,,-0.348,-0.306,-4.80279,0.98551,329,2,,-0.283,-0.151
117,Senate,21325,21,0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968.0,,-0.335,0.104,-7.48766,0.97743,328,3,,-0.286,-0.351
117,Senate,21133,22,0,IN,200,,,"YOUNG, Todd",Y000064,1972.0,,0.467,-0.021,-48.90375,0.85869,321,22,,0.416,0.14
117,Senate,41900,22,0,IN,200,,,"BRAUN, Michael",B001310,1954.0,,0.8,0.6,-50.72209,0.85257,318,23,,0.671,0.343
117,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933.0,,0.348,-0.069,-73.037,0.80092,329,28,,0.424,-0.357
117,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970.0,,0.532,-0.108,-59.36766,0.83444,328,30,,0.565,-0.31
117,Senate,21734,32,0,KS,200,,,"MARSHALL, Roger Wayne",M001198,1960.0,,0.55,0.125,-58.76201,0.83176,319,23,,0.63,-0.105
117,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954.0,,0.415,0.21,-53.86783,0.84049,310,23,,0.407,0.304
117,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942.0,,0.404,0.023,-51.09699,0.85615,329,23,,0.398,0.292
117,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963.0,,0.878,-0.479,-62.78888,0.81339,304,27,,0.886,-0.464
117,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957.0,,0.456,-0.092,-74.9864,0.79452,326,35,,0.448,-0.041
117,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951.0,,0.604,0.122,-63.15346,0.8209,320,27,,0.638,-0.083
117,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944.0,,-0.158,-0.22,-14.43648,0.95681,327,5,,-0.171,-0.183
117,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952.0,,0.115,-0.537,-35.81677,0.89685,329,16,,0.145,-0.549
117,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943.0,,-0.319,-0.222,-5.69937,0.98272,327,4,,-0.297,-0.207
117,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959.0,,-0.391,-0.208,-5.91531,0.98218,329,3,,-0.408,0.096
117,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946.0,,-0.513,-0.458,-5.28191,0.98403,328,2,,-0.511,-0.627
117,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949.0,,-0.758,-0.299,-7.82807,0.97649,329,4,,-0.657,-0.124
117,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958.0,,-0.246,-0.185,-5.97542,0.9815,320,2,,-0.258,0.058
117,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950.0,,-0.342,-0.013,-6.86561,0.97929,328,2,,-0.312,0.201
117,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960.0,,-0.284,-0.375,-6.24908,0.98096,325,4,,-0.346,-0.05
117,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958.0,,-0.398,-0.059,-5.80693,0.98218,323,3,,-0.412,-0.177
117,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951.0,,0.378,0.357,-51.46954,0.85477,328,25,,0.391,0.453
117,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959.0,,0.406,0.35,-61.4239,0.82827,326,31,,0.43,0.329
117,Senate,29735,34,0,MO,200,,,"BLUNT, Roy",B000575,1950.0,,0.416,0.261,-83.44038,0.76664,314,38,,0.31,0.3
117,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979.0,,0.703,-0.324,-71.1561,0.80498,328,31,,0.817,-0.328
117,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962.0,,0.569,-0.094,-48.35734,0.86135,324,20,,0.609,0.04
117,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956.0,,-0.215,0.146,-19.43203,0.94248,328,8,,-0.172,0.14
117,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951.0,,0.453,0.291,-55.76587,0.84409,329,20,,0.428,0.163
117,Senate,41503,35,0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972.0,,0.719,-0.202,-74.26632,0.7923,319,32,,0.579,-0.063
117,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957.0,,-0.285,0.284,-11.52108,0.96559,329,4,,-0.282,-0.124
117,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964.0,,-0.367,0.327,-12.82106,0.96178,329,4,,-0.282,-0.124
117,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947.0,,-0.237,-0.145,-7.18781,0.97813,325,3,,-0.21,-0.245
117,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958.0,,-0.23,-0.027,-12.28447,0.96335,329,6,,-0.192,-0.059
117,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954.0,,-0.367,-0.123,-14.20781,0.95773,329,4,,-0.563,0.013
117,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969.0,,-0.591,-0.266,-4.87973,0.98448,312,2,,-0.469,-0.714
117,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971.0,,-0.33,-0.019,-11.03368,0.96558,315,5,,-0.416,0.226
117,Senate,20932,66,0,NM,100,,,"LUJÁN, Ben Ray",L000570,1972.0,,-0.368,0.017,-9.99659,0.96998,328,5,,-0.368,0.159
117,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950.0,,-0.359,-0.405,-6.77899,0.97961,329,2,,-0.342,-0.445
117,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966.0,,-0.473,-0.421,-5.04549,0.98474,328,2,,-0.428,-0.37
117,Senate,29548,47,0,NC,200,,,"BURR, Richard M.",B001135,1955.0,,0.442,-0.054,-70.80511,0.79639,311,35,,0.329,0.244
117,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960.0,,0.428,0.048,-54.2416,0.83948,310,26,,0.436,-0.003
117,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961.0,,0.39,0.307,-56.6447,0.8325,309,29,,0.385,0.404
117,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957.0,,0.356,0.352,-61.56699,0.82886,328,25,,0.413,0.337
117,Senate,29386,24,0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955.0,,0.37,-0.228,-54.69155,0.84599,327,18,,0.316,-0.03
117,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952.0,,-0.428,-0.11,-6.28149,0.98097,327,3,,-0.346,-0.05
117,Senate,15424,53,0,OK,200,,,"INHOFE, James Mountain",I000024,1934.0,,0.555,0.046,-41.14292,0.87264,302,16,,0.537,0.116
117,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968.0,,0.592,0.16,-42.31528,0.87931,329,16,,0.631,-0.035
117,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949.0,,-0.33,-0.476,-4.08618,0.98766,329,2,,-0.441,-0.355
117,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956.0,,-0.44,-0.74,-6.07528,0.9817,329,2,,-0.353,-0.678
117,Senate,29935,14,0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961.0,,0.638,-0.304,-67.4797,0.80551,312,32,,0.607,-0.409
117,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960.0,,-0.314,0.191,-12.79831,0.96173,328,5,,-0.289,0.274
117,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949.0,,-0.367,-0.172,-4.78269,0.98557,329,2,,-0.466,-0.167
117,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955.0,,-0.355,-0.082,-6.5205,0.98026,327,3,,-0.469,-0.141
117,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965.0,,0.632,-0.009,-50.69593,0.85516,324,22,,0.618,-0.022
117,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955.0,,0.398,-0.178,-66.279,0.80118,299,26,,0.309,-0.093
117,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961.0,,0.417,0.146,-49.32743,0.85918,325,24,,0.494,0.035
117,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954.0,,0.388,0.115,-39.28154,0.85566,252,14,,0.353,0.116
117,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952.0,,0.624,0.141,-33.79485,0.89703,311,11,,0.73,0.234
117,Senate,42100,54,0,TN,200,,,"HAGERTY, William Francis (Bill)",H000601,1959.0,,0.746,-0.247,-29.98896,0.91237,327,11,,0.746,-0.247
117,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952.0,,0.484,-0.033,-63.02363,0.82567,329,34,,0.446,-0.085
117,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970.0,,0.836,-0.278,-34.16309,0.90108,328,16,,0.857,-0.249
117,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971.0,,0.913,-0.408,-63.60871,0.82274,326,29,,0.848,-0.476
117,Senate,41902,67,0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947.0,,0.304,0.407,-63.97166,0.82281,328,30,,0.288,0.197
117,Senate,14307,6,0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940.0,,-0.36,-0.122,-4.02053,0.98767,324,1,,-0.417,-0.303
117,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941.0,,-0.531,-0.397,-34.9173,0.89813,325,13,,-0.866,-0.5
117,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954.0,,-0.203,-0.038,-6.0462,0.98174,328,1,,-0.283,-0.151
117,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958.0,,-0.243,-0.054,-8.66842,0.97392,328,2,,-0.263,0.068
117,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958.0,,-0.304,-0.419,-4.28194,0.98683,323,2,,-0.427,-0.099
117,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950.0,,-0.352,-0.311,-3.86482,0.98807,322,1,,-0.446,-0.173
117,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953.0,,0.267,0.065,-47.91603,0.86447,329,19,,0.322,0.082
117,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947.0,,-0.057,0.443,-38.69349,0.8871,323,10,,-0.064,0.425
117,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962.0,,-0.492,-0.14,-5.87205,0.98231,329,4,,-0.437,-0.229
117,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955.0,,0.598,-0.263,-62.60836,0.82379,323,31,,0.561,-0.162
117,Senate,20953,68,0,WY,200,,,"LUMMIS, Cynthia M.",L000571,1954.0,,0.679,-0.392,-54.79417,0.84441,324,21,,0.699,-0.371
117,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952.0,,0.546,0.245,-34.8905,0.89701,321,11,,0.615,0.04
